user_id,pred_date
34500,2017-05-09
56298,2017-05-09
6913,2017-05-08
75125,2017-05-08
53266,2017-05-08
65049,2017-05-09
12189,2017-05-09
37362,2017-05-08
39387,2017-05-08
41640,2017-05-09
60261,2017-05-08
79667,2017-05-11
3464,2017-05-11
26518,2017-05-13
33222,2017-05-09
7537,2017-05-11
68753,2017-05-09
18535,2017-05-10
64624,2017-05-09
13543,2017-05-10
21874,2017-05-09
63239,2017-05-08
6209,2017-05-08
72171,2017-05-09
75998,2017-05-09
4792,2017-05-10
5156,2017-05-09
39073,2017-05-09
49679,2017-05-10
32674,2017-05-08
80548,2017-05-11
74880,2017-05-09
49779,2017-05-09
15621,2017-05-09
8329,2017-05-10
7310,2017-05-08
3329,2017-05-09
8402,2017-05-08
66982,2017-05-08
44868,2017-05-09
40414,2017-05-12
30494,2017-05-08
21370,2017-05-08
6014,2017-05-09
83204,2017-05-11
27605,2017-05-12
81412,2017-05-08
37936,2017-05-08
54319,2017-05-09
15334,2017-05-11
20661,2017-05-16
41960,2017-05-10
18325,2017-05-10
12588,2017-05-11
38440,2017-05-13
93448,2017-05-08
55066,2017-05-09
69550,2017-05-09
20747,2017-05-09
49361,2017-05-10
18657,2017-05-09
45371,2017-05-13
1983,2017-05-13
13940,2017-05-11
15108,2017-05-13
63248,2017-05-08
19169,2017-05-09
22044,2017-05-13
38694,2017-05-09
82226,2017-05-15
44673,2017-05-10
64675,2017-05-09
53050,2017-05-13
47663,2017-05-09
97118,2017-05-09
92555,2017-05-10
47264,2017-05-16
59140,2017-05-11
84290,2017-05-10
61339,2017-05-10
86691,2017-05-11
57853,2017-05-12
84194,2017-05-12
61319,2017-05-09
9673,2017-05-13
50888,2017-05-09
66555,2017-05-11
511,2017-05-09
60275,2017-05-10
57346,2017-05-11
11558,2017-05-10
39226,2017-05-11
81604,2017-05-09
34116,2017-05-11
59382,2017-05-10
41650,2017-05-13
62857,2017-05-09
68669,2017-05-08
26529,2017-05-08
44433,2017-05-10
26887,2017-05-08
53316,2017-05-11
12567,2017-05-10
86457,2017-05-11
53693,2017-05-10
65544,2017-05-10
93019,2017-05-10
31522,2017-05-11
6592,2017-05-10
13457,2017-05-09
20255,2017-05-11
72412,2017-05-10
52969,2017-05-10
81208,2017-05-10
15510,2017-05-08
25156,2017-05-10
31763,2017-05-09
23218,2017-05-10
76904,2017-05-11
89655,2017-05-08
7938,2017-05-12
5605,2017-05-12
26699,2017-05-09
81918,2017-05-10
